,relax_label,functional,label,relax_work,relaxed,energy,energy_fu,nform,volume,volume_fu,energy_per_atom,fmax,state,project_name,seed_name,umap,incar,pmg_struct,formula,e_vasp_ref,type,natom,e_vasp_ref_pa,max_force
74,2LiFeSO4F-210215-151240-69e580 STATIC,pbe,2LiFeSO4F-210215-151240-69e580 STATIC-run2,,,-96.25458098,-48.12729049,2.0,208.90473691412163,104.45236845706081,-6.01591131125,0.14810366861556873,successful,catdisc/LiFeSO4F/run2,2LiFeSO4F,"{'Li': 0.0, 'Fe': 4.0, 'S': 0.0, 'O': 0.0, 'F': 0.0}","{'ISTART': 1, 'PREC': 'accurate', 'ALGO': 'Normal', 'ISPIN': 2, 'ICHARG': 0, 'NELM': 200, 'NELMIN': 6, 'IBRION': -1, 'EDIFF': 1.6e-05, 'EDIFFG': -0.03, 'NSW': 0, 'ISIF': 3, 'ENMAX': 520.0, 'ENCUT': 520.0, 'MAGMOM': [0.001, 0.001, 3.739, 3.739, 0.008, 0.008, 0.02, 0.021, 0.009, 0.035, 0.02, 0.021, 0.009, 0.035, 0.056, 0.056], 'LREAL': False, 'ISMEAR': 0, 'SIGMA': 0.05, 'LMAXMIX': 4, 'LWAVE': False, 'LCHARG': True, 'LVHAR': True, 'LORBIT': 11, 'LASPH': True, 'LAECHG': True, 'KPOINT_BSE': [-1, 0, 0, 0], 'GGA': 'Pe', 'LDAU': True, 'LDAUTYPE': [2], 'LDAUL': [0, 2, 0, 0, 0], 'LDAUU': [0.0, 4.0, 0.0, 0.0, 0.0], 'LDAUJ': [0.0, 0.0, 0.0, 0.0, 0.0], 'LDAUPRINT': 1}","Full Formula (Li2 Fe2 S2 O8 F2)
Reduced Formula: LiFeSO4F
abc   :   5.510812   5.569924   7.308913
angles:  87.372724  92.618185 111.154669
Sites (16)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Li    0.222734  0.274985  0.198099     0.001
  1  Li    0.777266  0.725015  0.801901     0.001
  2  Fe    0.736103  0.236625  0.497917     3.736
  3  Fe    0.263897  0.763375  0.502083     3.736
  4  S     0.742853  0.755849  0.248208     0.007
  5  S     0.257147  0.244151  0.751792     0.007
  6  O     0.46017   0.641666  0.290447     0.022
  7  O     0.852687  0.036556  0.28872      0.022
  8  O     0.786071  0.712753  0.06019      0.009
  9  O     0.885076  0.61994   0.376137     0.037
 10  O     0.53983   0.358334  0.709553     0.022
 11  O     0.147313  0.963444  0.71128      0.022
 12  O     0.213929  0.287247  0.93981      0.009
 13  O     0.114924  0.38006   0.623863     0.037
 14  F     0.390212  0.110904  0.350988     0.053
 15  F     0.609788  0.889096  0.649012     0.053",LiFeSO4F,0.14518803499999677,AIRSS,16.0,0.018148504374999597,
25,LiFeSO4F triplite-ordered-9 RELAX U=4.0,pbe,LiFeSO4F triplite-ordered-9,9326905b-2711-4c90-9fe1-279df6b38215,250111.0,-192.49971691,-48.1249292275,4.0,370.3183181466191,92.57957953665478,,,,,,,,,,0.14754929749999945,triplite,32.0,0.018443662187499932,0.026241414149902
19,LiFeSO4F triplite-ordered-12 RELAX U=4.0,pbe,LiFeSO4F triplite-ordered-12,43374c56-81cd-4635-86e5-c5859791c3f3,250411.0,-192.47204378,-48.118010945,4.0,372.0486780654866,93.01216951637166,,,,,,,,,,0.15446757999999505,triplite,32.0,0.01930844749999938,0.026960338116531
2,LiFeSO4F triplite-ordered-20 RELAX U=4.0,pbe,LiFeSO4F triplite-ordered-20,6a049384-4ef4-46ba-a14d-a9aacbf5a5ee,250535.0,-192.45962426,-48.114906065,4.0,370.3680372644939,92.59200931612348,,,,,,,,,,0.15757245999999725,triplite,32.0,0.019696557499999656,0.35517420112431
21,LiFeSO4F triplite-ordered-11 RELAX U=4.0,pbe,LiFeSO4F triplite-ordered-11,24e20f49-4774-4ab9-8c85-fed405adbfe0,250165.0,-192.44991798,-48.112479495,4.0,373.00604573162207,93.25151143290552,,,,,,,,,,0.1599990299999945,triplite,32.0,0.01999987874999931,0.021019882435382
28,4LiFeSO4F-210216-134154-741488 STATIC,pbe,4LiFeSO4F-210216-134154-741488 STATIC-run2,,,-192.4494677,-48.112366925,4.0,380.5120062397261,95.12800155993152,-6.014045865625,0.03721008371012756,successful,catdisc/LiFeSO4F/run2,4LiFeSO4F,"{'Li': 0.0, 'Fe': 4.0, 'S': 0.0, 'O': 0.0, 'F': 0.0}","{'PREC': 'accurate', 'ALGO': 'All', 'ISPIN': 2, 'ICHARG': 0, 'NELM': 200, 'NELMIN': 6, 'IBRION': -1, 'EDIFF': 3.2e-05, 'EDIFFG': -0.03, 'NSW': 0, 'ISIF': 3, 'ENMAX': 520.0, 'ENCUT': 520.0, 'MAGMOM': [0.0, 0.0, 0.0, 0.0, 3.746, 3.746, 3.744, 3.744, 0.012, 0.012, 0.007, 0.007, 0.022, 0.018, 0.021, 0.022, 0.022, 0.018, 0.021, 0.022, 0.017, 0.022, 0.03, 0.006, 0.017, 0.022, 0.03, 0.006, 0.061, 0.061, 0.046, 0.046], 'LREAL': False, 'ISMEAR': 0, 'SIGMA': 0.05, 'LMAXMIX': 4, 'LWAVE': False, 'LCHARG': True, 'LVHAR': True, 'LORBIT': 11, 'LASPH': True, 'LAECHG': True, 'KPOINT_BSE': [-1, 0, 0, 0], 'GGA': 'Pe', 'LDAU': True, 'LDAUTYPE': [2], 'LDAUL': [0, 2, 0, 0, 0], 'LDAUU': [0.0, 4.0, 0.0, 0.0, 0.0], 'LDAUJ': [0.0, 0.0, 0.0, 0.0, 0.0], 'LDAUPRINT': 1}","Full Formula (Li4 Fe4 S4 O16 F4)
Reduced Formula: LiFeSO4F
abc   :   6.437047   8.718047   7.489174
angles:  89.999923 115.126146  89.999888
Sites (32)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Li    0.998654  0.648365  0.432372     0
  1  Li    0.001346  0.148364  0.56763      0
  2  Li    0.227802  0.327049  0.314699     0
  3  Li    0.772197  0.827049  0.685301     0
  4  Fe    0.654891  0.152625  0.791326     3.746
  5  Fe    0.34511   0.652624  0.208674     3.746
  6  Fe    0.468906  0.500623  0.726808     3.744
  7  Fe    0.531094  0.000623  0.273192     3.744
  8  S     0.002565  0.448173  0.824346     0.012
  9  S     0.997435  0.948174  0.175654     0.012
 10  S     0.678529  0.352445  0.200266     0.007
 11  S     0.321471  0.852445  0.799734     0.007
 12  O     0.941491  0.28255   0.786146     0.022
 13  O     0.130869  0.472771  0.04094      0.019
 14  O     0.792639  0.546214  0.744829     0.021
 15  O     0.142639  0.492877  0.719263     0.022
 16  O     0.05851   0.782551  0.213853     0.022
 17  O     0.869131  0.972772  0.95906      0.019
 18  O     0.207361  0.046215  0.255171     0.021
 19  O     0.857361  0.992878  0.280737     0.022
 20  O     0.513206  0.251555  0.237347     0.017
 21  O     0.644959  0.516421  0.240188     0.021
 22  O     0.632926  0.338549  0.985237     0.03
 23  O     0.916716  0.306344  0.327125     0.006
 24  O     0.486794  0.751555  0.762654     0.017
 25  O     0.355039  0.016421  0.759811     0.021
 26  O     0.367075  0.838549  0.014764     0.03
 27  O     0.083284  0.806343  0.672876     0.006
 28  F     0.401834  0.284201  0.595275     0.062
 29  F     0.598168  0.784201  0.404725     0.062
 30  F     0.733868  0.043739  0.578338     0.046
 31  F     0.266131  0.543739  0.421661     0.046",LiFeSO4F,0.16011159999999336,AIRSS,32.0,0.02001394999999917,
84,2LiFeSO4F-200804-053953-4369e2 RELAX U=4.0 MICHAEL,pbe,2LiFeSO4F-200804-053953-4369e2,0286eb53-6d8b-42ac-81ac-c7a1125042c3,150122.0,-96.2212069,-48.11060345,2.0,220.1152146953802,110.0576073476901,,,,,,,,,,0.16187507499999754,AIRSS,16.0,0.020234384374999692,0.024279141042125
45,4LiFeSO4F-200804-073849-1130c3 RELAX U=4.0 MICHAEL,pbe,4LiFeSO4F-200804-073849-1130c3,5cf83302-05f2-42a8-b533-88c2b8bb3b9a,152227.0,-192.44109343,-48.1102733575,4.0,505.57789074190504,126.39447268547626,,,,,,,,,,0.16220516749999803,AIRSS,32.0,0.020275645937499753,0.033525817100887
191,2LiFeSO4F-200804-015525-43dc3f RELAX U=4.0 MICHAEL,pbe,2LiFeSO4F-200804-015525-43dc3f,f80a6cfe-9f3c-4c08-9170-9eb6364fe5b1,148381.0,-96.19050873,-48.095254365,2.0,199.4285426082041,99.71427130410206,,,,,,,,,,0.1772241599999944,AIRSS,16.0,0.0221530199999993,0.028900650867275
32,2LiFeSO4F-210215-150522-cd68ba STATIC,pbe,2LiFeSO4F-210215-150522-cd68ba STATIC-run2,,,-96.18053047,-48.090265235,2.0,204.1746005572362,102.0873002786181,-6.011283154375,0.22226960507396443,successful,catdisc/LiFeSO4F/run2,2LiFeSO4F,"{'Li': 0.0, 'Fe': 4.0, 'S': 0.0, 'O': 0.0, 'F': 0.0}","{'ISTART': 1, 'PREC': 'accurate', 'ALGO': 'Normal', 'ISPIN': 2, 'ICHARG': 0, 'NELM': 200, 'NELMIN': 6, 'IBRION': -1, 'EDIFF': 1.6e-05, 'EDIFFG': -0.03, 'NSW': 0, 'ISIF': 3, 'ENMAX': 520.0, 'ENCUT': 520.0, 'POTIM': 0.6, 'MAGMOM': [0.001, 0.001, 3.739, 3.739, 0.008, 0.008, 0.035, 0.021, 0.02, 0.009, 0.035, 0.021, 0.02, 0.009, 0.057, 0.057], 'LREAL': False, 'ISMEAR': 0, 'SIGMA': 0.05, 'LMAXMIX': 4, 'LWAVE': False, 'LCHARG': True, 'LVHAR': True, 'LORBIT': 11, 'LASPH': True, 'LAECHG': True, 'KPOINT_BSE': [-1, 0, 0, 0], 'GGA': 'Pe', 'LDAU': True, 'LDAUTYPE': [2], 'LDAUL': [0, 2, 0, 0, 0], 'LDAUU': [0.0, 4.0, 0.0, 0.0, 0.0], 'LDAUJ': [0.0, 0.0, 0.0, 0.0, 0.0], 'LDAUPRINT': 1}","Full Formula (Li2 Fe2 S2 O8 F2)
Reduced Formula: LiFeSO4F
abc   :   5.353234   5.427767   7.445665
angles:  85.413448  85.224432  71.545030
Sites (16)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Li    0.70853   0.208388  0.305895     0.001
  1  Li    0.29147   0.791612  0.694105     0.001
  2  Fe    0.759857  0.736878  0.99922      3.735
  3  Fe    0.240143  0.263122  0.00078      3.735
  4  S     0.230953  0.731335  0.261711     0.007
  5  S     0.769047  0.268665  0.738289     0.007
  6  O     0.381418  0.876405  0.130809     0.036
  7  O     0.337166  0.448866  0.22419      0.022
  8  O     0.945675  0.839985  0.224244     0.022
  9  O     0.274243  0.77295   0.445046     0.009
 10  O     0.618582  0.123595  0.869191     0.036
 11  O     0.662834  0.551134  0.77581      0.022
 12  O     0.054325  0.160015  0.775756     0.022
 13  O     0.725757  0.22705   0.554954     0.009
 14  F     0.876021  0.369357  0.131783     0.054
 15  F     0.123979  0.630643  0.868217     0.054",LiFeSO4F,0.18221328999999997,AIRSS,16.0,0.022776661249999997,
3,2LiFeSO4F-210215-140030-d3a480 STATIC,pbe,2LiFeSO4F-210215-140030-d3a480 STATIC-run2,,,-96.17094584,-48.08547292,2.0,186.80636006008916,93.40318003004458,-6.010684115,0.03879685141117897,successful,catdisc/LiFeSO4F/run2,2LiFeSO4F,"{'Li': 0.0, 'Fe': 4.0, 'S': 0.0, 'O': 0.0, 'F': 0.0}","{'ISTART': 1, 'PREC': 'accurate', 'ALGO': 'Normal', 'ISPIN': 2, 'ICHARG': 0, 'NELM': 200, 'NELMIN': 6, 'IBRION': -1, 'EDIFF': 1.6e-05, 'EDIFFG': -0.03, 'NSW': 0, 'ISIF': 3, 'ENMAX': 520.0, 'ENCUT': 520.0, 'MAGMOM': [0.0, 0.001, 3.737, 3.737, 0.009, 0.009, 0.007, 0.007, 0.039, 0.038, 0.007, 0.007, 0.038, 0.039, 0.054, 0.054], 'LREAL': False, 'ISMEAR': 0, 'SIGMA': 0.05, 'LMAXMIX': 4, 'LWAVE': False, 'LCHARG': True, 'LVHAR': True, 'LORBIT': 11, 'LASPH': True, 'LAECHG': True, 'KPOINT_BSE': [-1, 0, 0, 0], 'GGA': 'Pe', 'LDAU': True, 'LDAUTYPE': [2], 'LDAUL': [0, 2, 0, 0, 0], 'LDAUU': [0.0, 4.0, 0.0, 0.0, 0.0], 'LDAUJ': [0.0, 0.0, 0.0, 0.0, 0.0], 'LDAUPRINT': 1}","Full Formula (Li2 Fe2 S2 O8 F2)
Reduced Formula: LiFeSO4F
abc   :   5.310277   7.446935   7.446935
angles: 117.893015 111.050779 111.050781
Sites (16)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Li    0.662666  0.221877  0.719448     0
  1  Li    0.162666  0.219447  0.721877     0
  2  Fe    0.165209  0.720072  0.719936     3.737
  3  Fe    0.665209  0.219936  0.220072     3.737
  4  S     0.414877  0.601431  0.338462     0.009
  5  S     0.914877  0.838462  0.101431     0.009
  6  O     0.637663  0.887001  0.5014       0.007
  7  O     0.190731  0.438121  0.052727     0.007
  8  O     0.181673  0.528137  0.406577     0.039
  9  O     0.649063  0.533904  0.411212     0.039
 10  O     0.137663  0.0014    0.387001     0.007
 11  O     0.690731  0.552727  0.938121     0.007
 12  O     0.681673  0.906577  0.028137     0.039
 13  O     0.149063  0.911212  0.033904     0.039
 14  F     0.41395   0.094966  0.84527      0.053
 15  F     0.91395   0.34527   0.594966     0.053",LiFeSO4F,0.18700560499999597,AIRSS,16.0,0.023375700624999496,
1,2LiFeSO4F-210215-175924-6a691c STATIC,pbe,2LiFeSO4F-210215-175924-6a691c STATIC-run2,,,-96.16579746,-48.08289873,2.0,185.0744027223217,92.53720136116085,-6.01036234125,0.02748818083232501,successful,catdisc/LiFeSO4F/run2,2LiFeSO4F,"{'Li': 0.0, 'Fe': 4.0, 'S': 0.0, 'O': 0.0, 'F': 0.0}","{'ISTART': 1, 'PREC': 'accurate', 'ALGO': 'Normal', 'ISPIN': 2, 'ICHARG': 0, 'NELM': 200, 'NELMIN': 6, 'IBRION': -1, 'EDIFF': 1.6e-05, 'EDIFFG': -0.03, 'NSW': 0, 'ISIF': 3, 'ENMAX': 520.0, 'ENCUT': 520.0, 'MAGMOM': [0.001, 0.001, 3.739, 3.736, 0.008, 0.009, 0.02, 0.02, 0.035, 0.022, 0.02, 0.018, 0.035, 0.02, 0.044, 0.043], 'LREAL': False, 'ISMEAR': 0, 'SIGMA': 0.05, 'LMAXMIX': 4, 'LWAVE': False, 'LCHARG': True, 'LVHAR': True, 'LORBIT': 11, 'LASPH': True, 'LAECHG': True, 'KPOINT_BSE': [-1, 0, 0, 0], 'GGA': 'Pe', 'LDAU': True, 'LDAUTYPE': [2], 'LDAUL': [0, 2, 0, 0, 0], 'LDAUU': [0.0, 4.0, 0.0, 0.0, 0.0], 'LDAUJ': [0.0, 0.0, 0.0, 0.0, 0.0], 'LDAUPRINT': 1}","Full Formula (Li2 Fe2 S2 O8 F2)
Reduced Formula: LiFeSO4F
abc   :   4.855697   8.418860   4.787860
angles:  90.000000  90.000000 108.988509
Sites (16)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Li    0.263699  0.994947  0.495305     0.001
  1  Li    0.736301  0.005053  0.995305     0.001
  2  Fe    0.518561  0.681721  0.445263     3.738
  3  Fe    0.481439  0.318279  0.945263     3.738
  4  S     0.058773  0.298012  0.374588     0.008
  5  S     0.941227  0.701988  0.874588     0.008
  6  O     0.109362  0.14741   0.241535     0.02
  7  O     0.77063   0.305124  0.296398     0.019
  8  O     0.29819   0.448832  0.252374     0.035
  9  O     0.096012  0.295646  0.680199     0.021
 10  O     0.890638  0.85259   0.741535     0.02
 11  O     0.22937   0.694876  0.796398     0.019
 12  O     0.70181   0.551168  0.752374     0.035
 13  O     0.903988  0.704354  0.180199     0.021
 14  F     0.494735  0.102695  0.802061     0.043
 15  F     0.505265  0.897305  0.302061     0.043",LiFeSO4F,0.18957979500000022,AIRSS,16.0,0.023697474375000027,
131,2LiFeSO4F-200804-040408-39e96a RELAX U=4.0 MICHAEL,pbe,2LiFeSO4F-200804-040408-39e96a,c10ec540-aaf7-4d12-99f7-6b2e58153cf0,148431.0,-96.16565924,-48.08282962,2.0,185.2831180245021,92.64155901225105,,,,,,,,,,0.18964890499999854,AIRSS,16.0,0.023706113124999817,0.024455864418883
32,4LiFeSO4F-200804-080010-ea4a7b RELAX U=4.0 MICHAEL,pbe,4LiFeSO4F-200804-080010-ea4a7b,45c382af-5db2-4948-9600-0894c2fd56cb,150846.0,-192.29830202,-48.074575505,4.0,383.53771602459886,95.88442900614972,,,,,,,,,,0.19790301999999826,AIRSS,32.0,0.024737877499999783,0.025555178344807
25,4LiFeSO4F-210218-005013-fe309d STATIC,pbe,4LiFeSO4F-210218-005013-fe309d STATIC-run2,,,-192.27556612,-48.06889153,4.0,396.09457431514573,99.02364357878643,-6.00861144125,0.02894626933335797,successful,catdisc/LiFeSO4F/run2,4LiFeSO4F,"{'Li': 0.0, 'Fe': 4.0, 'S': 0.0, 'O': 0.0, 'F': 0.0}","{'ISTART': 1, 'PREC': 'accurate', 'ALGO': 'Normal', 'ISPIN': 2, 'ICHARG': 0, 'NELM': 200, 'NELMIN': 6, 'IBRION': -1, 'EDIFF': 3.2e-05, 'EDIFFG': -0.03, 'NSW': 0, 'ISIF': 3, 'ENMAX': 520.0, 'ENCUT': 520.0, 'MAGMOM': [0.001, 0.001, 0.001, 0.001, 3.737, 3.737, 3.737, 3.737, 0.011, 0.011, 0.011, 0.011, 0.015, 0.021, 0.029, 0.02, 0.015, 0.021, 0.029, 0.02, 0.015, 0.021, 0.029, 0.02, 0.015, 0.021, 0.029, 0.02, 0.038, 0.037, 0.038, 0.037], 'LREAL': False, 'ISMEAR': 0, 'SIGMA': 0.05, 'LMAXMIX': 4, 'LWAVE': False, 'LCHARG': True, 'LVHAR': True, 'LORBIT': 11, 'LASPH': True, 'LAECHG': True, 'KPOINT_BSE': [-1, 0, 0, 0], 'GGA': 'Pe', 'LDAU': True, 'LDAUTYPE': [2], 'LDAUL': [0, 2, 0, 0, 0], 'LDAUU': [0.0, 4.0, 0.0, 0.0, 0.0], 'LDAUJ': [0.0, 0.0, 0.0, 0.0, 0.0], 'LDAUPRINT': 1}","Full Formula (Li4 Fe4 S4 O16 F4)
Reduced Formula: LiFeSO4F
abc   :   5.227164   8.921306   8.493845
angles:  90.000000  90.000000  90.000000
Sites (32)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Li    0.513139  0.717413  0.900449     0.001
  1  Li    0.986861  0.282587  0.400449     0.001
  2  Li    0.486861  0.217413  0.599551     0.001
  3  Li    0.013139  0.782587  0.099551     0.001
  4  Fe    0.680697  0.961914  0.331457     3.737
  5  Fe    0.819303  0.038086  0.831457     3.737
  6  Fe    0.319303  0.461914  0.168543     3.737
  7  Fe    0.180697  0.538086  0.668543     3.737
  8  S     0.213916  0.096552  0.123867     0.011
  9  S     0.286084  0.903448  0.623867     0.011
 10  S     0.786084  0.596552  0.376133     0.011
 11  S     0.713916  0.403448  0.876133     0.011
 12  O     0.036443  0.988914  0.201161     0.015
 13  O     0.134251  0.124039  0.959425     0.021
 14  O     0.478017  0.034     0.125952     0.029
 15  O     0.206556  0.240708  0.21612      0.02
 16  O     0.463557  0.011086  0.701161     0.015
 17  O     0.365749  0.875961  0.459425     0.021
 18  O     0.021983  0.966     0.625952     0.029
 19  O     0.293444  0.759292  0.716121     0.02
 20  O     0.963557  0.488914  0.298839     0.015
 21  O     0.865749  0.624039  0.540575     0.021
 22  O     0.521983  0.534     0.374048     0.029
 23  O     0.793444  0.740708  0.28388      0.02
 24  O     0.536443  0.511086  0.798839     0.015
 25  O     0.634251  0.375961  0.040575     0.021
 26  O     0.978017  0.466     0.874048     0.029
 27  O     0.706556  0.259292  0.783879     0.02
 28  F     0.197383  0.33413   0.572897     0.038
 29  F     0.302617  0.66587   0.072897     0.038
 30  F     0.802617  0.83413   0.927103     0.038
 31  F     0.697383  0.16587   0.427103     0.038",LiFeSO4F,0.20358699499999489,AIRSS,32.0,0.02544837437499936,
35,2LiFeSO4F-210215-171015-397088 STATIC,pbe,2LiFeSO4F-210215-171015-397088 STATIC-run2,,,-96.13753163,-48.068765815,2.0,193.86039528053567,96.93019764026783,-6.008595726875,0.02909019408451927,successful,catdisc/LiFeSO4F/run2,2LiFeSO4F,"{'Li': 0.0, 'Fe': 4.0, 'S': 0.0, 'O': 0.0, 'F': 0.0}","{'ISTART': 1, 'PREC': 'accurate', 'ALGO': 'Normal', 'ISPIN': 2, 'ICHARG': 0, 'NELM': 200, 'NELMIN': 6, 'IBRION': -1, 'EDIFF': 1.6e-05, 'EDIFFG': -0.03, 'NSW': 0, 'ISIF': 3, 'ENMAX': 520.0, 'ENCUT': 520.0, 'MAGMOM': [0.0, 0.0, 3.744, 3.744, 0.01, 0.01, 0.02, 0.022, 0.024, 0.019, 0.02, 0.022, 0.024, 0.019, 0.044, 0.044], 'LREAL': False, 'ISMEAR': 0, 'SIGMA': 0.05, 'LMAXMIX': 4, 'LWAVE': False, 'LCHARG': True, 'LVHAR': True, 'LORBIT': 11, 'LASPH': True, 'LAECHG': True, 'KPOINT_BSE': [-1, 0, 0, 0], 'GGA': 'Pe', 'LDAU': True, 'LDAUTYPE': [2], 'LDAUL': [0, 2, 0, 0, 0], 'LDAUU': [0.0, 4.0, 0.0, 0.0, 0.0], 'LDAUJ': [0.0, 0.0, 0.0, 0.0, 0.0], 'LDAUPRINT': 1}","Full Formula (Li2 Fe2 S2 O8 F2)
Reduced Formula: LiFeSO4F
abc   :   5.046331   6.521284   7.799635
angles:  56.229665  65.520061  79.250101
Sites (16)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Li    0.136507  0.791379  0.991804     0
  1  Li    0.863493  0.208621  0.008196     0
  2  Fe    0.668156  0.142481  0.718627     3.744
  3  Fe    0.331844  0.857519  0.281373     3.744
  4  S     0.347722  0.306348  0.370949     0.01
  5  S     0.652278  0.693652  0.629051     0.01
  6  O     0.591603  0.327472  0.420094     0.02
  7  O     0.235076  0.557608  0.260456     0.022
  8  O     0.110306  0.130976  0.581175     0.024
  9  O     0.451348  0.213662  0.217882     0.019
 10  O     0.408397  0.672528  0.579906     0.02
 11  O     0.764924  0.442392  0.739544     0.022
 12  O     0.889694  0.869024  0.418825     0.024
 13  O     0.548652  0.786338  0.782118     0.019
 14  F     0.255478  0.084567  0.957324     0.044
 15  F     0.744522  0.915433  0.042676     0.044",LiFeSO4F,0.2037127099999978,AIRSS,16.0,0.025464088749999725,
174,2LiFeSO4F-200804-022732-331650 RELAX U=4.0 MICHAEL,pbe,2LiFeSO4F-200804-022732-331650,2475bb5e-0e7f-4cb6-be2d-271867d6124b,150237.0,-96.13545659,-48.067728295,2.0,211.4882612863588,105.7441306431794,,,,,,,,,,0.20475022999999481,AIRSS,16.0,0.025593778749999352,0.025299871525116
22,2LiFeSO4F-210215-195350-c376a1 STATIC,pbe,2LiFeSO4F-210215-195350-c376a1 STATIC-run2,,,-96.13300388,-48.06650194,2.0,189.9223789877563,94.96118949387815,-6.0083127425,0.026963940782760227,successful,catdisc/LiFeSO4F/run2,2LiFeSO4F,"{'Li': 0.0, 'Fe': 4.0, 'S': 0.0, 'O': 0.0, 'F': 0.0}","{'ISTART': 1, 'PREC': 'accurate', 'ALGO': 'Normal', 'ISPIN': 2, 'ICHARG': 0, 'NELM': 200, 'NELMIN': 6, 'IBRION': -1, 'EDIFF': 1.6e-05, 'EDIFFG': -0.03, 'NSW': 0, 'ISIF': 3, 'ENMAX': 520.0, 'ENCUT': 520.0, 'MAGMOM': [0.0, 0.0, 3.747, 3.747, 0.01, 0.01, 0.02, 0.022, 0.02, 0.019, 0.02, 0.022, 0.019, 0.019, 0.046, 0.046], 'LREAL': False, 'ISMEAR': 0, 'SIGMA': 0.05, 'LMAXMIX': 4, 'LWAVE': False, 'LCHARG': True, 'LVHAR': True, 'LORBIT': 11, 'LASPH': True, 'LAECHG': True, 'KPOINT_BSE': [-1, 0, 0, 0], 'GGA': 'Pe', 'LDAU': True, 'LDAUTYPE': [2], 'LDAUL': [0, 2, 0, 0, 0], 'LDAUU': [0.0, 4.0, 0.0, 0.0, 0.0], 'LDAUJ': [0.0, 0.0, 0.0, 0.0, 0.0], 'LDAUPRINT': 1}","Full Formula (Li2 Fe2 S2 O8 F2)
Reduced Formula: LiFeSO4F
abc   :   4.326675   6.589031   7.977613
angles:  90.000000 123.375976  90.000000
Sites (16)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Li    0.49948   0.3732    0.00261     -0
  1  Li    0.50052   0.8732    0.99739     -0
  2  Fe    0.85541   0.120769  0.734722     3.747
  3  Fe    0.14459   0.620769  0.265278     3.747
  4  S     0.754328  0.620659  0.756507     0.01
  5  S     0.245672  0.120659  0.243493     0.01
  6  O     0.967677  0.436845  0.770846     0.02
  7  O     0.383647  0.620352  0.569309     0.022
  8  O     0.967205  0.804366  0.770209     0.02
  9  O     0.712128  0.621081  0.931231     0.019
 10  O     0.032323  0.936845  0.229154     0.02
 11  O     0.616353  0.120352  0.430691     0.022
 12  O     0.032795  0.304366  0.229791     0.02
 13  O     0.287872  0.121081  0.068769     0.019
 14  F     0.541767  0.618831  0.196242     0.046
 15  F     0.458233  0.118831  0.803758     0.046",LiFeSO4F,0.20597658499999483,AIRSS,16.0,0.025747073124999353,
